name,carbs,fats,proteins
DUCK.DOMESTICATED.MEAT ONLY.RAW,0.94,5.95,18.28
DUCK.DOMESTICATED.MEAT&SKN.CKD.RSTD,0,28.35,18.99
DUCK.DOMESTICATED.MEAT&SKN.RAW,0,39.34,11.49
DUCK.SCOTER.WHITE-WINGED.MEAT (ALASKA NATIVE),0,0.4,20.2
DUCK.WILD.BREAST.MEAT ONLY.RAW,0,4.25,19.85
DUCK.WILD.MEAT&SKN.RAW,0,15.2,17.42
DUCK.YNG DUCKL.DOM.WH PEKIN.BRST.MEAT.BNLESS.CKD WO/SKN.BRLD,0,2.5,27.6
DUCK.YNG DUCKL.DOM.WH PEKIN.LEG.MEAT.BONE IN.CKD WO/SKN.BRSD,0,5.96,29.1
DUCK.YNG DUCKLING.DOM.WH PEKIN.BRST.MEAT&SKN.BNLESS.CKD.RSTD,0,10.85,24.5
DUCK.YNG DUCKLING.DOM.WH PEKIN.LEG.MEAT&SKN.BONE IN.CKD.RSTD,0,11.4,26.75
DULCE DE LECHE,55.35,7.35,6.84
DUMPLING.POTATO- OR CHEESE-FILLED.FRZ,29.64,6.14,5.26
DURIAN.RAW OR FROZEN,27.09,5.33,1.47
DUTCH BRAND LOAF.CHICK.PORK & BF,3.93,22.91,12
EDAMAME.FRZ.PREP,8.91,5.2,11.91
EDAMAME.FRZ.UNPREP,7.61,4.73,11.22
EEL.MIXED SPECIES.RAW,0,11.66,18.44
EEL.MXD SP.CKD.DRY HEAT,0,14.95,23.65
EGG CUSTARDS.DRY MIX,82.8,6.4,6.9
EGG CUSTARDS.DRY MIX.PREP W/ 2% MILK,17.61,2.83,4.13
EGG CUSTARDS.DRY MIX.PREP W/ WHL MILK,17.6,4,3.99
EGG MIX.USDA CMDTY,23.97,34.5,35.6
EGG ROLLS.CHICK.REFR.HTD,28.54,4.51,10.44
EGG ROLLS.PORK.REFR.HTD,29.5,7.17,9.94
EGG ROLLS.VEG.FRZ.PREP,31.77,6.97,5.95
EGG SUB.LIQ OR FRZ.FAT FREE,2,0,10
EGG SUBSTITUTE.POWDER,21.8,13,55.5
EGG.DUCK.WHOLE.FRESH.RAW,1.45,13.77,12.81
EGG.GOOSE.WHOLE.FRESH.RAW,1.35,13.27,13.87
EGG.QUAIL.WHOLE.FRESH.RAW,0.41,11.09,13.05
EGG.TURKEY.WHL.FRSH.RAW,1.15,11.88,13.68
EGG.WHITE.DRIED,7.8,0,81.1
EGG.WHITE.DRIED.FLAKES.STABILIZED.GLUCOSE RED,4.17,0.04,76.92
EGG.WHITE.DRIED.PDR.STABILIZED.GLUCOSE RED,4.47,0.04,82.4
EGG.WHITE.DRIED.STABILIZED.GLUCOSE RED,4.51,0.32,84.08
EGG.WHITE.RAW.FRESH,0.73,0.17,10.9
EGG.WHITE.RAW.FRZ.PAST,1.04,0,10.2
EGG.WHL.CKD.FRIED,0.83,14.84,13.61
EGG.WHL.CKD.HARD-BOILED,1.12,10.61,12.58
EGG.WHL.CKD.POACHED,0.71,9.47,12.51
EGG.WHL.CKD.SCRMBLD,1.61,10.98,9.99
EGG.WHL.DRIED,1.13,43.9,48.05
EGG.WHL.DRIED.STABILIZED.GLUCOSE RED,2.38,43.95,48.17
EGG.WHL.RAW.FRSH,0.72,9.51,12.56
EGG.WHL.RAW.FRZ.PAST,1.01,9.95,12.33
EGG.WHL.RAW.FRZ.SALTED.PAST,0.83,10.07,10.97
EGG.WHOLE.COOKED.OMELET,0.64,11.66,10.57
EGG.YOLK.DRIED,0.66,59.13,33.63
EGG.YOLK.RAW.FRSH,3.59,26.54,15.86
EGG.YOLK.RAW.FRZ.PAST,0.81,25.6,15.53
EGG.YOLK.RAW.FRZ.SALTED.PAST,1.77,22.93,14.07
EGG.YOLK.RAW.FRZ.SUGARED.PAST,10.95,22.82,13.87
EGGNOG,8.05,4.19,4.55
EGGPLANT.CKD.BLD.DRND.W/SALT,8.14,0.23,0.83
EGGPLANT.CKD.BLD.DRND.WO/SALT,8.73,0.23,0.83
EGGPLANT.PICKLED,9.77,0.7,0.9
EGGPLANT.RAW,5.88,0.18,0.98
EGGS.SCRMBLD.FRZ MIXTURE,7.5,5.6,13.1
ELDERBERRIES.RAW,18.4,0.5,0.66
ELK.FREE RANGE.GROUND.CKD PATTIES (SHOSHONE BANNOCK),0,2.8,29.45
ELK.FREE RANGE.GROUND.RAW (SHOSHONE BANNOCK),0,1.8,20.14
ELK.FREE RANGE.RST.EYE OF RND.CKD (SHOSHONE BANNOCK),0,2.85,30.56
ELK.FREE RANGE.RST.EYE OF RND.RAW (SHOSHONE BANNOCK),0,2.1,19.74
EMU.FAN FILLET.CKD.BRLD,0,2.3,31.27
EMU.FAN FILLET.RAW,0,0.8,22.5
EMU.FLAT FILLET.RAW,0,0.74,22.25
EMU.FULL RUMP.CKD.BRLD,0,2.68,33.67
EMU.FULL RUMP.RAW,0,1.64,22.83
EMU.GROUND.CKD.PAN-BROILED,0,4.65,28.43
EMU.GROUND.RAW,0,4.03,22.77
EMU.INSIDE DRUM.RAW,0,1.49,22.22
EMU.INSIDE DRUMS.CKD.BRLD,0,2.01,32.38
EMU.OUTSIDE DRUM.RAW,0,0.48,23.08
EMU.OYSTER.RAW,0,4.86,22.81
EMU.TOP LOIN.CKD.BRLD,0,3.13,29.07
ENDIVE.RAW,3.35,0.2,1.25
ENGLISH MUFFIN. PLN.ENCHED.W/CA PROP (INCLD SOURDOUGH),44.17,1.69,8.87
ENGLISH MUFFINS.MIXED-GRAIN (INCL GRANOLA),46.3,1.8,9.1
ENGLISH MUFFINS.MIXED-GRAIN.TSTD (INCL GRANOLA),50.3,1.9,9.9
ENGLISH MUFFINS.PLN.ENR.WO/CA PROP (INCL SOURDOUGH),46,1.8,7.7
ENGLISH MUFFINS.PLN.UNENR.W/CA PROP (INCL SOURDOUGH),46,1.8,7.7
ENGLISH MUFFINS.PLN.UNENR.WO/CA PROP (INCL SOURDOUGH),46,1.8,7.7
ENGLISH MUFFINS.RAISIN-CINNAMON (INCLUDES APPLE-CINNAMON),48.1,1.8,7.91
ENGLISH MUFFINS.RAISIN-CINNAMON.TSTD (INCL APPLE-CINNAMON),55.04,2.21,8.87
ENGLISH MUFFINS.WHEAT,44.8,2,8.7
ENGLISH MUFFINS.WHEAT.TSTD,48.7,2.1,9.4
ENGLISH MUFFINS.WHL GRAIN WHITE,50.17,1.75,7.02
ENGLISH MUFFINS.WHOLE-WHEAT,40.4,2.1,8.8
ENGLISH MUFFINS.WHOLE-WHEAT.TSTD,44.1,2.3,9.6
ENGLISH.MUFFIN.PLN.TSTD.ENR.W/CA PROP(INCL SOURDOUGH),52.65,2.02,10.32
EPAZOTE.RAW,7.44,0.52,0.33
EPPAW.RAW,31.68,1.8,4.6
ESCAROLE.CKD.BLD.DRND.NO SALT ADDED,3.07,0.18,1.15
FALAFEL.HOME-PREPARED,31.84,17.8,13.31
FAMOUS AMOS.CHOC CHIP COOKIES,67.7,24.1,4.5
FAMOUS AMOS.CHOC CHIP PECAN COOKIES,63.8,27,5.8
FAMOUS AMOS.CHOC SNDWCH CREME COOKIES,72.3,19.1,4.3
FAMOUS AMOS.VANILLA SNDWCH CREME COOKIES,73.8,19.3,4.9
FAST FD.BISCUIT,42.82,18.92,7.08
"FAST FD.PIZZA CHAIN.14"" PIZZA.CHS TOPPING.REG CRUST",33.33,9.69,11.39
"FAST FD.PIZZA CHAIN.14"" PIZZA.CHS TOPPING.STUFFED CRUST",30,11.63,12.23
"FAST FD.PIZZA CHAIN.14"" PIZZA.CHS TOPPING.THICK CRUST",33.17,10.54,10.81
"FAST FD.PIZZA CHAIN.14"" PIZZA.CHS TOPPING.THIN CRUST",31.2,13.95,12.85
"FAST FD.PIZZA CHAIN.14"" PIZZA.MEAT & VEG TOPPING.REG CRUST",25.38,10.9,11.02
"FAST FD.PIZZA CHAIN.14"" PIZZA.PEPPERONI TOPPING.REG CRUST",31.98,11.91,11.74
"FAST FD.PIZZA CHAIN.14"" PIZZA.PEPPERONI TOPPING.THICK CRUST",31.84,12.58,11.49
"FAST FD.PIZZA CHAIN.14"" PIZZA.PEPPERONI TOPPING.THIN CRUST",29,17.61,14.01
"FAST FD.PIZZA CHAIN.14"" PIZZA.SAUSAGE TOPPING.REG CRUST",30.62,12.35,11.5
"FAST FD.PIZZA CHAIN.14"" PIZZA.SAUSAGE TOPPING.THICK CRUST",30.36,12.94,11.06
"FAST FD.PIZZA CHAIN.14"" PIZZA.SAUSAGE TOPPING.THIN CRUST",27,17.71,13.36
FAST FDS.CHSEBURGER,15.63,253,54.56
FAST FDS.GRILLED CHICK FILET SNDWCH.W/ LETTUCE.TOMATO & SPRD,16.78,4.57,17.34
FAST FOODS  BISCUIT  W/ EGG,23.46,16.23,8.53
FAST FOODS. COLESLAW,14.89,9.91,0.95
FAST FOODS.BAGEL.W/ BRKFST STEAK.EGG.CHS.& CONDMNT,22.99,14.07,15.95
FAST FOODS.BAGEL.W/ EGG.SAUSAGE PATTY.CHS.& CONDMNT,22.64,16.97,12.98
FAST FOODS.BISCUIT W/ EGG & STEAK,14.37,19.21,12.12
FAST FOODS.BISCUIT.W/ CRISPY CHICK FILLET,30.56,14.93,11.93
FAST FOODS.BISCUIT.W/EGG&BACON,19.06,20.73,11.33
FAST FOODS.BISCUIT.W/EGG&HAM,16.37,14.08,10.64
FAST FOODS.BISCUIT.W/EGG.CHS.&BACON,24.44,17.48,12.01
FAST FOODS.BISCUIT.W/HAM,38.75,16.3,11.85
FAST FOODS.BISCUIT.W/SAUSAGE,29.99,24.42,9.67
FAST FOODS.BREADSTICK.SOFT.PREP W/ GARLIC & PARMESAN CHS,44.48,12.88,12.2
FAST FOODS.BRKFST BURRITO.W/ EGG.CHS.& SAUSAGE,22.97,15.63,11.1
FAST FOODS.BURRITO.W/ BNS & BF,19.52,7.47,11.52
FAST FOODS.BURRITO.W/BNS,32.92,6.22,6.48
FAST FOODS.BURRITO.W/BNS&CHS,31.23,6.05,7.35
FAST FOODS.BURRITO.W/BNS.CHS.&BF,23.37,6.8,7.03
FAST FOODS.CHEESEBURGER,2.41,13.06,254
FAST FOODS.CHEESEBURGER,2.38,13.49,270
FAST FOODS.CHEESEBURGER,2.1,12.8,251
FAST FOODS.CHEESEBURGER,19.17,310,43.93
FAST FOODS.CHEESEBURGER,17.4,308,42.17
FAST FOODS.CHEESEBURGER,16.22,272,50.34
FAST FOODS.CHEESEBURGER,16.18,282,47.16
FAST FOODS.CHEESEBURGER,15.97,310,40.67
FAST FOODS.CHEESEBURGER,14.72,308,38.63
FAST FOODS.CHEESEBURGER,14.4,269,48.36
FAST FOODS.CHEESEBURGER,10.36,206,59.55
FAST FOODS.CHEESEBURGER,1.9,14.72,273
FAST FOODS.CHEESEBURGER.DOUBLE.REG PATTY & BUN.W/ CONDMNT,17.97,16.18,16.24
FAST FOODS.CHESEBRGER,15.8,268,50.92
FAST FOODS.CHESEBURGER,15.86,282,46.85
FAST FOODS.CHICK FILLET SNDWCH.PLN W/ PICKLES,20.89,11.19,16.28
FAST FOODS.CHICK TENDERS,17.25,13.95,19.22
FAST FOODS.CHICK.BREADED & FRIED.BNLESS PIECES.PLN,14.93,20.36,15.92
FAST FOODS.CHSBURGER,18.97,286,50.05
FAST FOODS.CHSBURGR,14.1,261,50.54
FAST FOODS.CHSEBURGER,15.47,285,46.56
FAST FOODS.CRISPY CHICK FILET SNDWCH.W/ LETTUCE & MAYO,27.4,13.59,10.94
FAST FOODS.CRISPY CHICK IN TORTILLA.W/ LTTC.CHS.& RANCH SAU,23.22,15.1,11.48
FAST FOODS.CROISSANT.W/EGG&CHS,22.45,19.45,10.07
FAST FOODS.CROISSANT.W/EGG.CHS.&BACON,20.79,19.97,12.58
FAST FOODS.CROISSANT.W/EGG.CHS.&HAM,18.98,14.95,12.45
FAST FOODS.CROISSANT.W/EGG.CHS.&SAUSAGE,15.9,21.78,12.09
FAST FOODS.EGG.SCRAMBLED,2.08,16.18,13.84
FAST FOODS.ENG MUFFIN.W/CHS&SAUSAGE,25.28,20.67,13.28
FAST FOODS.ENG MUFFIN.W/EGG.CHS.&CANADIAN BACON,21.67,9.66,13.64
FAST FOODS.ENG MUFFIN.W/EGG.CHS.&SAUSAGE,17.44,18.1,13.38
FAST FOODS.FISH SNDWCH.W/TARTAR SAU,26.69,12.45,10.29
FAST FOODS.FISH SNDWCH.W/TARTAR SAU&CHS,26.39,14.64,11.26
FAST FOODS.FRENCH TOAST STKS,41.21,17.74,6
FAST FOODS.FRENCH TOAST W/ BUTTER,26.7,13.9,7.66
FAST FOODS.FRIED CHICK.BREAST.MEAT & SKN & BREADING,6.03,12.44,23.51
FAST FOODS.FRIED CHICK.BREAST.MEAT ONLY.SKN & BRDING REMOVED,0,4.54,27.93
FAST FOODS.FRIED CHICK.DRMSTK.MEAT ONLY.SKN & BRDING REMOVED,0,7.41,26.24
FAST FOODS.FRIED CHICK.DRUMSTK.MEAT & SKN W/ BREADING,7.59,16.92,21.13
FAST FOODS.FRIED CHICK.SKN & BREADING FROM ALL PIECES,19.56,29.22,14.11
FAST FOODS.FRIED CHICK.THIGH.MEAT & SKN & BREADING,8.68,18.07,19.23
FAST FOODS.FRIED CHICK.THIGH.MEAT ONLY.SKN & BREDING REMOVED,0.24,9.41,23.21
FAST FOODS.FRIED CHICK.WING.MEAT & SKN & BREADING,11.19,20.09,21.14
FAST FOODS.FRIED CHICK.WING.MEAT ONLY.SKN & BREADING REMOVED,2.13,10.2,28.77
FAST FOODS.GRIDDLE CAKE SNDWCH.EGG.CHS.& BACON,26.19,13.19,12.03
FAST FOODS.GRIDDLE CAKE SNDWCH.EGG.CHS.& SAUSAGE,22.04,17.73,10.77
FAST FOODS.GRIDDLE CAKE SNDWCH.SAUSAGE,31.25,17.76,8.41
FAST FOODS.GRILLED CHICK IN TORTILLA.W/ LTTC.CHS.& RANCH SAU,18.43,10.31,13.77
FAST FOODS.HAMBURGER,16.73,311,42.1
FAST FOODS.HAMBURGER,15.66,252,55.29
FAST FOODS.HAMBURGER,15.1,268,50.51
FAST FOODS.HAMBURGER,14.36,295,42.67
FAST FOODS.HAMBURGER,12.55,235,55.7
FAST FOODS.HAMBURGER,12.25,254,49.41
FAST FOODS.HAMBURGER,12.01,297,38.45
FAST FOODS.HAMBURGER,11.75,239,53.74
FAST FOODS.HAMBURGER,10.18,263,44.82
FAST FOODS.HAMBURGER.LRG.SINGLE PATTY.W/CONDMNT,22.14,11.6,15.68
FAST FOODS.HAMBURGER.LRG.TRIPLE PATTY.W/CONDMNT,11.04,16.01,19.3
FAST FOODS.HMBURGR,13.3,259,50.3
FAST FOODS.HOTDOG.PLAIN,18.4,14.84,10.6
FAST FOODS.HOTDOG.W/CHILI,27.45,11.79,11.85
FAST FOODS.HOTDOG.W/CORN FLR COATING (CORNDOG),31.88,10.8,9.6
FAST FOODS.HUSH PUPPIES,40.21,13.25,6.16
FAST FOODS.MINIATURE CINN ROLLS,53.38,17.95,7.02
FAST FOODS.NACHOS.W/ CHS.BNS.GROUND BF.& TOMATOES,21.39,12.48,6.21
FAST FOODS.NACHOS.W/CHS,34.91,21.5,4.32
FAST FOODS.ONION RINGS.BREADED&FRIED,43.58,25.23,3.86
FAST FOODS.POTATO.MASHED,14.65,2.82,1.65
FAST FOODS.POTATOES.HASH BROWNS.RND PIECES OR PATTY,28.88,17.04,2.58
FAST FOODS.QUESADILLA.W/ CHICK,24.04,15.25,15.05
FAST FOODS.RST BF SNDWCH.PLN,22.21,10.3,15.17
FAST FOODS.SHRIMP.BREADED&FRIED,27.99,18.9,7.84
FAST FOODS.STRWBY BANANA SMTH MADE W/ ICE & LOW-FAT YOGURT,15.05,0.14,0.86
FAST FOODS.SUB.SWT ONION CHICK WIT BRD W/ LTTC.TMT SWT ONION,22.54,2.37,10.91
FAST FOODS.SUBMARINE SNDWCH.BACON.LETTUCE.& TOMATO WHT BRD,26.66,6.41,10.06
FAST FOODS.SUBMARINE SNDWCH.COLD CUT BRD W/ LETTUCE & TOMATO,20.43,10.04,10.52
FAST FOODS.SUBMARINE SNDWCH.HAM ON WHT BRD W/ LTTC & TMT,22.91,2.53,9.12
FAST FOODS.SUBMARINE SNDWCH.MEATBALL MARINARA ON WHITE BREAD,26.01,8.45,9.77
FAST FOODS.SUBMARINE SNDWCH.OVEN RSTD CHCK WHT BRD LTTC  TMT,21.35,3.15,10.84
FAST FOODS.SUBMARINE SNDWCH.RST BF BREAD W/ LETTUCE & TOMATO,20.34,2.73,12.17
FAST FOODS.SUBMARINE SNDWCH.STK CHS WHT BRD W/ CHS.LTTC TMT,21.49,5.34,12.29
FAST FOODS.SUBMARINE SNDWCH.TRKY BRST WHT BRD LTTC & TMT,22.42,2.31,9.12
FAST FOODS.SUBMARINE SNDWCH.TRKY RST BF HM BRD W/ LTTC & TMT,20.36,2.42,10.66
FAST FOODS.SUBMARINE SNDWCH.TUNA BREAD W/ LETTUCE & TOMATO,15.95,12.04,12.33
FAST FOODS.SUNDAE.CARAMEL,31.81,5.98,4.71
FAST FOODS.SUNDAE.HOT FUDGE,30.17,5.46,3.57
FAST FOODS.SUNDAE.STRAWBERRY,29.18,5.13,4.09
FAST FOODS.TACO SALAD,11.91,7.46,6.68
FAST FOODS.TACO W/ BF.CHS & LETTUCE.HARD SHELL,19.85,12.7,8.86
FAST FOODS.TACO W/ BF.CHS & LETTUCE.SOFT,20.23,9.75,9.25
FAST FOODS.TACO W/ CHICK.LETTUCE & CHS.SOFT,19.69,6.35,13.3
FAST FOODS.VANILLA.LT.SOFT-SERVE ICE CRM.W/ CONE,26.36,4.86,4.24
FAT FREE ICE CRM.NO SUGAR ADDED.FLAVORS OTHER THAN CHOC,27.94,0,4.41
FAT.BEEF TALLOW,0,100,0
FAT.CHICKEN,0,99.8,0
FAT.DUCK,0,99.8,0
FAT.GOOSE,0,99.8,0
FAT.MUTTON TALLOW,0,100,0
FAT.TURKEY,0,99.8,0
FEIJOA.RAW,15.21,0.42,0.71
FENNEL SEED,52.29,14.87,15.8
FENNEL.BULB.RAW,7.3,0.2,1.24
FENUGREEK SEED,58.35,6.41,23
FIDDLEHEAD FERNS.FRZ.UNPREP,5.74,0.35,4.31
FIDDLEHEAD FERNS.RAW,5.54,0.4,4.55
FIGS.CND.EX HVY SYRUP PK.SOL&LIQUIDS,27.86,0.1,0.38
FIGS.CND.H2O PK.SOL&LIQUIDS,13.99,0.1,0.4
FIGS.CND.HVY SYRUP PK.SOL&LIQUIDS,22.9,0.1,0.38
FIGS.CND.LT SYRUP PK.SOL&LIQUIDS,17.95,0.1,0.39
FIGS.DRIED.STEWED,27.57,0.4,1.42
FIGS.DRIED.UNCOOKED,63.87,0.93,3.3
FIGS.RAW,19.18,0.3,0.75
FIREWEED.LEAVES.RAW,19.22,2.75,4.71
FIREWEED.YOUNG LEAVES.RAW (ALASKA NATIVE),6.3,0.8,3
FISH BROTH,0.4,0.6,2
FISH OIL.COD LIVER,0,100,0
FISH OIL.HERRING,0,100,0
FISH OIL.MENHADEN,0,100,0
FISH OIL.MENHADEN.FULLY HYDR,0,100,0
FISH OIL.SALMON,0,100,0
FISH OIL.SARDINE,0,100,0
FISH.BLACKFISH.WHL (ALASKA NATIVE),0,1.75,15.5
FISH.COD.PACIFIC.CKD (NOT PREVIOUSLY FROZEN),0,0.25,20.42
FISH.COD.PACIFIC.CKD.DRY HEAT (MAYBE PREVIOUSLY FROZEN),0,0.5,18.73
FISH.COD.PACIFIC.RAW (MAY HAVE BEEN PREVIOUSLY FROZEN),0,0.41,15.27
FISH.COD.PACIFIC.RAW (NOT PREVIOUSLY FROZEN),0,0.2,17.54
FISH.DEVILFISH.MEAT (ALASKA NATIVE),0,5.3,11.7
FISH.FISH STKS.FRZ.PREP,21.66,16.23,11.01
FISH.HALIBUT.CKD.W/ SKN (ALASKA NATIVE),0,2.73,22.13
FISH.HALIBUT.RAW.W/ SKN (ALASKA NATIVE),1.81,2.92,20.53
FISH.HERRING EGGS ON GIANT KELP.PACIFIC (ALASKA NATIVE),2.6,0.8,11.3
FISH.HERRING EGGS.PACIFIC.DRY (ALASKA NATIVE),2.8,6.6,60.4
FISH.HERRING EGGS.PACIFIC.PLN (ALASKA NATIVE),4.47,1.93,9.6
FISH.HERRING.PACIFIC.FLSH.AIR-DRIED.PACK OIL (ALASKA NATIVE),0,34.6,44.5
FISH.LINGCOD.LIVER (ALASKA NATIVE),6,42,5.6
FISH.LINGCOD.MEAT.RAW (ALASKA NATIVE),0,0.8,17.9
FISH.MAHIMAHI.CKD.DRY HEAT,0,0.9,23.72
FISH.MAHIMAHI.RAW,0,0.7,18.5
FISH.PIKE.NORTHERN.LIVER (ALASKA NATIVE),4.3,8,16.6
FISH.POLLOCK.ALASKA.CKD (NOT PREVIOUSLY FROZEN),0,0.26,19.42
FISH.POLLOCK.ALASKA.CKD.DRY HEAT (MAYBE PREVIOUSLY FROZEN),0,1.18,23.48
FISH.POLLOCK.ALASKA.RAW (MAY HAVE BEEN PREVIOUSLY FROZEN),0,0.41,12.19
FISH.POLLOCK.ALASKA.RAW (NOT PREVIOUSLY FROZEN),0,0.19,17.17
FISH.SALMON.CHUM.DRIED (ALASKA NATIVE),0,14.38,62.09
FISH.SALMON.CHUM.RAW (ALASKA NATIVE),0,3.67,20.69
FISH.SALMON.COHO (SILVER).RAW (ALASKA NATIVE),0,5.57,22.56
FISH.SALMON.KING (CHINOOK).RAW (ALASKA NATIVE),0,11.73,20.25
FISH.SALMON.KING.CHINOOK.KIPPERED.CND (ALASKA NATIVE),0,15.9,30.7
FISH.SALMON.KING.CHINOOK.LIVER (ALASKA NATIVE),4.3,8,16.6
FISH.SALMON.KING.CHINOOK.SMOKED & CND (ALASKA NATIVE),0,5.9,23.2
FISH.SALMON.KING.CHINOOK.SMOKED.BRINED (ALASKA NATIVE),0,30,39.9
FISH.SALMON.KING.W/ SKN.KIPPERED.(ALASKA NATIVE),0,12.95,23.19
FISH.SALMON.PINK.CND.DRND SOL,0,5.02,23.1
FISH.SALMON.PINK.CND.DRND SOL.WO/ SKN & BONES,0,4.21,24.62
FISH.SALMON.PINK.CND.TOTAL CAN CONTENTS,0,4.97,19.68
FISH.SALMON.RED.(SOCKEYE).CND.SMOKED (ALASKA NATIVE),0,7.26,35.19
FISH.SALMON.RED.(SOCKEYE).KIPPERED (ALASKA NATIVE),0,4.75,24.5
FISH.SALMON.RED.CND.BONES REMOVED (ALASKA NATIVE),0,5.76,27.31
FISH.SALMON.SOCKEYE (RED).RAW (ALASKA NATIVE),0,7.28,21.94
FISH.SALMON.SOCKEYE.CKD.DRY HEAT,0,5.57,26.48
FISH.SALMON.SOCKEYE.CND.DRND SOL,0,7.39,23.59
FISH.SALMON.SOCKEYE.RAW,0,4.69,22.25
FISH.SALMON.TIPNUK.FERMENTED (ALASKA NATIVE),0,10.6,15.9
FISH.SHEEFISH.RAW (ALASKA NATIVE),0,2.84,22.25
FISH.TILAPIA.CKD.DRY HEAT,0,2.65,26.15
FISH.TILAPIA.RAW,0,1.7,20.08
FISH.TROUT.BROOK.RAW.NEW YORK STATE,0,2.73,21.23
FISH.TUNA.LT.CND IN H2O.DRND SOL,0,0.96,19.44
FISH.WHITEFISH.BROAD.LIVER (ALASKA NATIVE),5.1,4.4,11
FISH.WHITEFISH.DRIED (ALASKA NATIVE),0,13.44,62.44
FISH.WHITEFISH.EGGS (ALASKA NATIVE),4.89,2.88,14.66
FISH.WHITEFISH.HEAD.EYES.CHEEKS & SOFT BONES (ALASKA NATIVE),0,3.6,18.6
FISH.WHITEFISH.MXD SP.RAW (ALASKA NATIVE),0,6.1,18.9
FLAN.CARAMEL CUSTARD.DRY MIX,91.6,0,0
FLAN.CARAMEL CUSTARD.DRY MIX.PREP W/ 2% MILK,18.82,1.72,2.99
FLAN.CARAMEL CUSTARD.DRY MIX.PREP W/ WHL MILK,18.68,3,2.95
FLATFISH (FLOUNDER&SOLE SP).CKD.DRY HEAT,0,2.37,15.24
FLATFISH (FLOUNDER&SOLE SP).RAW,0,1.93,12.41
FLUID REPLCMNT.ELECTROLYTE SOLN (INCLUDE PEDIALYTE),2.45,0,0
FOCACCIA.ITALIAN FLATBREAD.PLN,35.82,7.89,8.77
FORM BAR.MARS SNACKFOOD US.COCOAVIA.CHOC ALMOND,51.68,14.19,7.72
FORM BAR.MARS SNACKFOOD US.COCOAVIA.CHOC BLUEBERRY,57.87,9.27,6.21
FORM BAR.MARS SNKF US.SNICKERS MARATHON MULTIGRNCRUNCH,57.27,13.18,18.49
FORM BAR.ZONE PERFECT CLASSIC CRUNCH BAR.MXD FLAVORS,45,14,30
FORMBAR.MARSSNACK.SNICKERS MARATHONPROTPERFBAR.CARMELNUTRUSH,50.5,12.5,25
FORMUL BAR.MA SNACKFO US.SNICKE MARATH ENER BAR.ALL FLAVO,50.3,10.79,21.91
FORMULAT BAR.MAR SNACFOO US.SNICKER MARATHO HONE NUT OAT BAR,54.3,7.87,22.5
FORMULAT BAR.MARSNACKFOO US.SNICKE MARATHO DOUBL CHOC NUT BA,52.47,8.99,22.35
FORMULATE BAR.MAR SNACKFOO US.SNICKE MARATH CHE CHOC PNUT BA,47.24,13.12,24.29
Formulated bar. high fiber. chewy. oats and chocolate,69.78,10,5
FORMULATED BAR.LUNA BAR.NUTZ OVER CHOC,52.49,12.19,20.75
FORMULATED BAR.POWER BAR.CHOC,69.63,3.11,14.15
FORMULATED BAR.SLIM-FAST OPTIMA MEAL BAR.MILK CHOC PNUT,60.21,8.92,16.19
FORMULATED BAR.SOUTH BEACH PROT BAR,38.4,15.17,30.34
FORMULATED.WHEAT-BASED.ALL FLAVORS XCPT MACADAMIA.WO/SALT,20.79,62.3,13.11
FORMULATED.WHEAT-BASED.UNFLAVORED.W/SALT,23.68,57.7,13.82
FRANKFURTER  BF  HTD,2.66,29.36,11.69
FRANKFURTER  MEAT,4.17,25.76,10.26
FRANKFURTER  MEAT  HTD,4.9,24.31,9.77
Frankfurter. meat and poultry. cooked. boiled,4.96,26.28,10.31
Frankfurter. meat and poultry. cooked. grilled,5.24,26.43,10.67
Frankfurter. meat and poultry. unheated,5.02,24.18,9.72
FRANKFURTER.BF.LO FAT,1.6,9.5,12
FRANKFURTER.BF.PORK.& TURKEY.FAT FREE,11.21,1.59,12.5
FRANKFURTER.BF.UNHTD,2.97,28.1,11.69
FRANKFURTER.CHICKEN,2.74,16.19,15.51
FRANKFURTER.LO NA,1.8,28.51,12
FRANKFURTER.MEAT & POULTRY.LO FAT,8.4,2.8,15.5
FRANKFURTER.MEATLESS,7.7,13.73,19.61
FRANKFURTER.PORK,0.28,23.68,12.81
FRANKFURTER.TURKEY,3.81,17.29,12.23
FRENCH TOAST.FRZ.RTH,32.1,6.1,7.4
FRENCH TOAST.PREP FROM RECIPE.MADE W/LOFAT (2%) MILK,25,10.8,7.7
FRIJOLES ROJOS VOLTEADOS (REFRIED BNS.RED.CANNED),15.47,6.93,5
FROG LEGS.RAW,0,0.3,16.4
FROSTING.GLAZ.CHC.PREP-FRM-RCIP.W/ BUTR.NFSMI RECIP NO. C-32,72.18,7.17,1.42
FROSTINGS.CHOC.CREAMY.DRY MIX,92,5.2,1.3
FROSTINGS.CHOC.CREAMY.DRY MIX.PREP W/ BUTTER,71.8,13.06,1.11
FROSTINGS.CHOC.CREAMY.DRY MIX.PREP W/ MARGARINE,71.02,12.87,1.1
FROSTINGS.CHOC.CREAMY.RTE,63.2,17.6,1.1
FROSTINGS.COCONUT-NUT.RTE,52.7,24,1.5
FROSTINGS.CRM CHEESE-FLAVOR.RTE,67.32,17.3,0.1
FROSTINGS.GLAZE.PREPARED-FROM-RECIPE,83.65,0.53,0.44
