name,carbs,fats,proteins
COOKIES.PNUT BUTTER.PREP FROM RECIPE,58.9,23.8,9
COOKIES.PNUT BUTTER.REFR DOUGH,52.1,25,8.2
COOKIES.PNUT BUTTER.REFR DOUGH.BKD,57.3,27.5,9.1
COOKIES.RAISIN.SOFT-TYPE,68,13.6,4.1
COOKIES.SHORTBREAD.COMMLY PREP.PECAN,58.3,32.5,4.9
COOKIES.SHORTBREAD.COMMLY PREP.PLN,63.78,26.22,5.37
COOKIES.SHORTBREAD.RED FAT,75.99,14,5.37
COOKIES.SUGAR WAFER.CHOCOLATE-COVERED,65.99,27.59,3.45
COOKIES.SUGAR WAFER.W/ CREME FILLING.SUGAR FREE,66.26,28.57,3.57
COOKIES.SUGAR WAFERS W/CREME FILLING.REG,70.64,23.24,3.84
COOKIES.SUGAR.COMMLY PREP.REG (INCL VANILLA),67.34,19.55,5.35
COOKIES.SUGAR.PREP FROM RECIPE.MADE W/MARGARINE,60,23.4,5.9
COOKIES.SUGAR.REFR DOUGH,61.22,19.48,4
COOKIES.SUGAR.REFR DOUGH.BKD,65.6,23.1,4.7
COOKIES.VANILLA SNDWCH W/ CREME FILLING.RED FAT,78.16,10.42,4.17
COOKIES.VANILLA SNDWCH W/CREME FILLING,72.1,20,4.5
COOKIES.VANILLA WAFERS.HIGHER FAT,72.6,16.41,4.9
COOKIES.VANILLA WAFERS.LOWER FAT,73.6,15.2,5
CORIANDER (CILANTRO) LEAVES.RAW,3.67,0.52,2.13
CORIANDER LEAF.DRIED,52.1,4.78,21.93
CORIANDER SEED,54.99,17.77,12.37
CORN BRAN.CRUDE,85.64,0.92,8.36
CORN CAKES,83.4,2.4,8.1
CORN CAKES.VERY LO NA,83.4,2.4,8.1
CORN DOGS.FRZ.PREP,26.96,12.02,8.57
CORN FLR.MASA.ENR.WHITE,76.59,3.69,8.46
CORN FLR.MASA.UNENR.WHITE,76.59,3.69,8.46
CORN FLR.WHOLE-GRAIN.BLUE (HARINA DE MAIZ MORADO),73.89,5.09,8.75
CORN FLR.WHOLE-GRAIN.WHITE,76.85,3.86,6.93
CORN FLR.WHOLE-GRAIN.YEL,76.85,3.86,6.93
CORN FLR.YEL.DEGERMED.UNENR,82.75,1.39,5.59
CORN FLR.YEL.MASA.ENR,76.59,3.69,8.46
CORN GRAIN.WHITE,74.26,4.74,9.42
CORN GRAIN.YEL,74.26,4.74,9.42
CORN PUDD.HOME PREP,16.97,5.04,4.42
CORN W/RED&GRN PEPPERS.CND.SOL&LIQUIDS,18.17,0.55,2.33
CORN.DRIED (NAVAJO),74.93,5.22,9.88
CORN.DRIED.YEL (NORTHERN PLAINS INDIANS),66.27,10.64,14.48
CORN.SWEET.WHITE.RAW,19.02,1.18,3.22
CORN.SWT.WHITE.CKD.BLD.DRND.W/SALT,21.71,1.41,3.34
CORN.SWT.WHITE.CKD.BLD.DRND.WO/SALT,21.71,1.41,3.34
CORN.SWT.WHITE.CND.CRM STYLE.NO SALT,18.13,0.42,1.74
CORN.SWT.WHITE.CND.CRM STYLE.REG PK,18.62,0.42,1.74
CORN.SWT.WHITE.CND.VACUUM PK.NO SALT,19.44,0.5,2.41
CORN.SWT.WHITE.CND.VACUUM PK.REG PK,19.44,0.5,2.41
CORN.SWT.WHITE.CND.WHL KERNEL.DRND SOL,15.06,1.37,2.32
CORN.SWT.WHITE.CND.WHL KERNEL.NO SALT.SOL&LIQUIDS,15.41,0.5,1.95
CORN.SWT.WHITE.CND.WHL KERNEL.REG PK.SOL&LIQUIDS,15.41,0.5,1.95
CORN.SWT.WHITE.FRZ.KRNLS CUT OFF COB.BLD.DRND.W/SALT,19.56,0.43,2.75
CORN.SWT.WHITE.FRZ.KRNLS CUT OFF COB.BLD.DRND.WO/SALT,19.56,0.43,2.75
CORN.SWT.WHITE.FRZ.KRNLS CUT OFF COB.UNPREP,20.73,0.77,3.02
CORN.SWT.WHITE.FRZ.KRNLS ON COB.CKD.BLD.DRND.W/SALT,22.33,0.74,3.11
CORN.SWT.WHITE.FRZ.KRNLS ON COB.CKD.BLD.DRND.WO/SALT,22.33,0.74,3.11
CORN.SWT.WHITE.FRZ.KRNLS ON COB.UNPREP,23.5,0.78,3.28
CORN.SWT.YEL.CKD.BLD.DRND.W/SALT,20.98,1.5,3.41
CORN.SWT.YEL.CKD.BLD.DRND.WO/SALT,20.98,1.5,3.41
CORN.SWT.YEL.CND.BRINE PK.REG PK.SOL&LIQUIDS,13.86,0.77,1.95
CORN.SWT.YEL.CND.CRM STYLE.NO SALT,18.13,0.42,1.74
CORN.SWT.YEL.CND.CRM STYLE.REG PK,18.13,0.42,1.74
CORN.SWT.YEL.CND.DRND SOL.RINSED W/ TAP H2O,13.02,1.43,2.18
CORN.SWT.YEL.CND.NO SALT.SOL&LIQUIDS,13.86,0.77,1.95
CORN.SWT.YEL.CND.VACUUM PK.NO SALT,19.44,0.5,2.41
CORN.SWT.YEL.CND.VACUUM PK.REG PK,19.44,0.5,2.41
CORN.SWT.YEL.CND.WHL KERNEL.DRND SOL,14.34,1.22,2.29
CORN.SWT.YEL.FRZ.KRNLS CUT OFF COB.BLD.DRND.WO/SALT,19.3,0.67,2.55
CORN.SWT.YEL.FRZ.KRNLS CUT OFF COB.UNPREP,20.71,0.78,3.02
CORN.SWT.YEL.FRZ.KRNLS ON COB.CKD.BLD.DRND.W/SALT,22.33,0.74,3.11
CORN.SWT.YEL.FRZ.KRNLS ON COB.CKD.BLD.DRND.WO/SALT,22.33,0.74,3.11
CORN.SWT.YEL.FRZ.KRNLS ON COB.UNPREP,23.5,0.78,3.28
CORN.SWT.YEL.FRZ.KRNLS.CUT OFF COB.BLD.DRND.W/SALT,18.71,0.67,2.55
CORN.SWT.YEL.RAW,18.7,1.35,3.27
CORN.WHITE.STMD (NAVAJO),75.2,5.18,9.72
CORN.YEL.WHL KERNEL.FRZ.MICROWAVED,25.87,1.42,3.62
CORN-BASED.EXTRUDED.CHIPS.BARBECUE-FLAVOR,56.2,32.7,7
CORN-BASED.EXTRUDED.CONES.PLN,62.9,26.9,5.8
CORN-BASED.EXTRUDED.PUFFS OR TWISTS.CHEESE-FLAVOR,54.54,36.54,5.46
CORNED BEEF LOAF.JELLIED,0,6.1,22.9
CORNED BF & POTATOES IN TORTILLA (APACHE),29.35,8.31,7.91
CORNMEAL.BLUE (NAVAJO),76.93,5.44,10.4
CORNMEAL.DEGERMED.ENR.WHITE,79.45,1.75,7.11
CORNMEAL.DEGERMED.ENR.YEL,79.45,1.75,7.11
CORNMEAL.DEGERMED.UNENR.WHITE,79.45,1.75,7.11
CORNMEAL.DEGERMED.UNENR.YEL,79.45,1.75,7.11
CORNMEAL.WHITE (NAVAJO),77.14,5.04,10.99
CORNMEAL.WHITE.SELF-RISING.BOLTED.PLN.ENR,70.28,3.4,8.28
CORNMEAL.WHITE.SELF-RISING.BOLTED.W/ WHEAT FLR ADDED.ENR,73.43,2.85,8.41
CORNMEAL.WHITE.SELF-RISING.DEGERMED.ENR,74.79,1.72,8.41
CORNMEAL.WHOLE-GRAIN.WHITE,76.89,3.59,8.12
CORNMEAL.WHOLE-GRAIN.YEL,76.89,3.59,8.12
CORNMEAL.YEL (NAVAJO),72.9,5.88,9.85
CORNMEAL.YEL.SELF-RISING.BOLTED.PLN.ENR,70.28,3.4,8.28
CORNMEAL.YEL.SELF-RISING.BOLTED.W/ WHEAT FLR ADDED.ENR,73.43,2.85,8.41
CORNMEAL.YEL.SELF-RISING.DEGERMED.ENR,74.79,1.72,8.41
CORNNUTS.BARBECUE-FLAVOR,71.7,14.3,9
CORNNUTS.PLAIN,71.86,15.64,8.5
CORNSALAD.RAW,3.6,0.4,2
CORNSTARCH,91.27,0.05,0.26
COTTONSEED FLR.LOFAT (GLANDLESS),36.1,1.41,49.83
COTTONSEED FLR.PART DEFATTED (GLANDLESS),40.54,6.2,40.96
COTTONSEED KRNLS.RSTD (GLANDLESS),21.9,36.29,32.59
COTTONSEED MEAL.PART DEFATTED (GLANDLESS),38.43,4.77,49.1
COUSCOUS.COOKED,23.22,0.16,3.79
COUSCOUS.DRY,77.43,0.64,12.76
COWPEAS (BLACKEYES).IMMAT SEEDS.CKD.BLD.DRND.W/ SALT,19.73,0.38,3.17
COWPEAS (BLACKEYES).IMMAT SEEDS.CKD.BLD.DRND.WO/ SALT,20.32,0.38,3.17
COWPEAS (BLACKEYES).IMMAT SEEDS.FRZ.CKD.BLD.DRND.W/ SALT,23.5,0.66,8.49
COWPEAS (BLACKEYES).IMMAT SEEDS.FRZ.UNPREP,25.13,0.7,8.98
COWPEAS (BLACKEYES).IMMAT SEEDS.RAW,18.83,0.35,2.95
COWPEAS (BLACKEYES).IMMTRE SEEDS.FRZ.CKD.BLD.DRND.WO/SALT,23.76,0.66,8.49
COWPEAS.CATJANG.MATURE SEEDS.CKD.BLD.W/SALT,20.32,0.71,8.13
COWPEAS.CATJANG.MATURE SEEDS.CKD.BLD.WO/SALT,20.32,0.71,8.13
COWPEAS.CATJANG.MATURE SEEDS.RAW,59.64,2.07,23.85
COWPEAS.COMMON (BLACKEYES.CROWDER.SOUTHERN).MTRE SEEDS.RAW,60.03,1.26,23.52
COWPEAS.COMMON (BLKEYES.CRWDR.STHRN).MTURE.CKD.BLD.WO/SALT,20.76,0.53,7.73
COWPEAS.COMMON.MATURE SEEDS.CKD.BLD.W/SALT,20.76,0.53,7.73
COWPEAS.COMMON.MATURE SEEDS.CND W/PORK,16.53,1.6,2.74
COWPEAS.COMMON.MATURE SEEDS.CND.PLN,13.63,0.55,4.74
COWPEAS.LEAFY TIPS.CKD.BLD.DRND.W/SALT,2.8,0.1,4.67
COWPEAS.LEAFY TIPS.CKD.BLD.DRND.WO/SALT,2.8,0.1,4.67
COWPEAS.LEAFY TIPS.RAW,4.82,0.25,4.1
COWPEAS.YOUNG PODS W/SEEDS.CKD.BLD.DRND.W/SALT,7,0.3,2.6
COWPEAS.YOUNG PODS W/SEEDS.CKD.BLD.DRND.WO/SALT,7,0.3,2.6
COWPEAS.YOUNG PODS W/SEEDS.RAW,9.5,0.3,3.3
CRAB.ALASKA KING.CKD.MOIST HEAT,0,1.54,19.35
CRAB.ALASKA KING.IMITN.MADE FROM SURIMI,15,0.46,7.62
CRAB.ALASKA KING.RAW,0,0.6,18.29
CRAB.BLUE.CANNED,0,0.74,17.88
CRAB.BLUE.CKD.MOIST HEAT,0,0.74,17.88
CRAB.BLUE.RAW,0.04,1.08,18.06
CRAB.DUNGENESS.CKD.MOIST HEAT,0.95,1.24,22.32
CRAB.DUNGENESS.RAW,0.74,0.97,17.41
CRAB.QUEEN.CKD.MOIST HEAT,0,1.51,23.72
CRAB.QUEEN.RAW,0,1.18,18.5
CRABAPPLES.RAW,19.95,0.3,0.4
CRACKER BARREL.CHICK TENDERLOIN PLATTER.FRIED,20.29,15.48,18.06
CRACKER BARREL.CHICK TENDERLOIN PLATTER.FRIED.FRM KID'S MENU,20.24,15.41,18.67
CRACKER BARREL.COLESLAW,13.01,13.22,0.89
CRACKER BARREL.COUNTRY FRIED SHRIMP PLATTER,21.4,16.77,12.62
CRACKER BARREL.FARM RAISED CATFISH PLATTER,5.31,17.05,22.94
CRACKER BARREL.GRILLED SIRLOIN STEAK,0,8.52,31.52
CRACKER BARREL.MACARONI N' CHS,15.61,11.75,6.49
CRACKER BARREL.MACARONI N' CHS PLATE.FROM KID'S MENU,15.58,11.51,6.46
CRACKER BARREL.ONION RINGS.THICK-CUT,40.95,16,4.78
CRACKER BARREL.STEAK FRIES,30.87,13.18,3.26
CRACKER MEAL,80.9,1.7,9.3
CRACKERS.CHEESE.REGULAR,59.42,22.74,10.93
CRACKERS.CHS.LO NA,58.2,25.3,10.1
CRACKERS.CHS.RED FAT,68.19,11.67,10
CRACKERS.CHS.SANDWICH-TYPE W/ CHS FILLING,58.76,24.41,8.92
CRACKERS.CHS.SANDWICH-TYPE W/PNUT BUTTER FILLING,56.74,25.12,12.41
CRACKERS.CHS.WHL GRAIN,57.29,16.03,9.62
CRACKERS.CRISPBREAD.RYE,82.2,1.3,7.9
CRACKERS.CRM.GAMESA SABROSAS,64.55,20.37,7.01
CRACKERS.CRM.LA MODERNA RIKIS CRM CRACKERS,64.88,19.5,7.19
CRACKERS.FLAV.FISH-SHAPED,65.67,17.71,10.16
CRACKERS.GLUTEN-FREE.MULTIGRAIN & VEG.MADE W/ CORN STARCH &,76.94,15.41,2.5
CRACKERS.GLUTEN-FREE.MULTI-SEEDED & MULTIGRAIN,66.3,15.84,11.25
CRACKERS.H2O BISCUITS,72.81,7.14,7.14
CRACKERS.MATZO.EGG,78.6,2.1,12.3
CRACKERS.MATZO.EGG&ONION,77.1,3.9,10
CRACKERS.MATZO.PLAIN,83.7,1.4,10
CRACKERS.MATZO.WHOLE-WHEAT,78.9,1.5,13.1
CRACKERS.MELBA TOAST.PLN,76.6,3.2,12.1
CRACKERS.MELBA TOAST.PLN.WO/SALT,76.6,3.2,12.1
CRACKERS.MELBA TOAST.RYE (INCL PUMPERNICKEL),77.3,3.4,11.6
CRACKERS.MELBA TOAST.WHEAT,76.4,2.3,12.9
CRACKERS.MILK,71.73,13.77,7.6
CRACKERS.MULTIGRAIN,67.6,20.4,7.1
CRACKERS.RUSK TOAST,72.3,7.2,13.5
CRACKERS.RYE.SANDWICH-TYPE W/CHS FILLING,60.8,22.3,9.2
CRACKERS.RYE.WAFERS.PLAIN,80.4,0.9,9.6
CRACKERS.RYE.WAFERS.SEASONED,73.8,9.2,9
CRACKERS.SALTINES (INCL OYSTER.SODA.SOUP),74.05,8.64,9.46
CRACKERS.SALTINES.FAT-FREE.LOW-SODIUM,82.3,1.6,10.5
CRACKERS.SALTINES.LO SALT (INCL OYSTER.SODA.SOUP),74.34,8.85,9.5
CRACKERS.SALTINES.UNSALTED TOPS (INCL OYSTER.SODA.SOUP),71.5,11.8,9.2
CRACKERS.SALTINES.WHL WHEAT (INCLUDES MULTI-GRAIN),68.25,10.71,7.14
CRACKERS.SANDWICH-TYPE.PNUT BUTTER FILLED.RED FAT,63.49,16.67,8.33
CRACKERS.SNACK.GOYA CRACKERS,64.35,13.35,14.25
CRACKERS.STD SNACK-TYPE.REG,61.3,26.43,6.64
CRACKERS.STD SNACK-TYPE.REG.LO SALT,61,25.3,7.4
CRACKERS.STD SNACK-TYPE.SNDWCH.W/CHS FILLING,61.7,21.1,9.3
CRACKERS.STD SNACK-TYPE.SNDWCH.W/PNUT BUTTER FILLING,58.38,24.54,11.47
CRACKERS.STD SNACK-TYPE.W/ WHL WHEAT,68.37,17.84,7.29
CRACKERS.TOAST THINS.LO NA,67.66,16.13,6.45
CRACKERS.WHEAT.LOW SALT,64.9,20.6,8.6
CRACKERS.WHEAT.RED FAT,71.52,13.37,9.34
CRACKERS.WHEAT.REGULAR,70.73,16.4,7.3
CRACKERS.WHEAT.SNDWCH.W/CHS FILLING,58.2,25,9.8
CRACKERS.WHEAT.SNDWCH.W/PNUT BUTTER FILLING,53.8,26.7,13.5
CRACKERS.WHL GRAIN.SANDWICH-TYPE.W/ PNUT BUTTER FILLING,54.59,21.18,14.12
CRACKERS.WHOLE-WHEAT,69.55,14.13,10.58
CRACKERS.WHOLE-WHEAT.LO SALT,68.6,17.2,8.8
CRACKERS.WHOLE-WHEAT.RED FAT,75.52,7.59,11.34
CRANBERRIES.DRIED.SWTND,82.8,1.09,0.17
CRANBERRIES.RAW,11.97,0.13,0.46
CRANBERRIES.WILD.BUSH.RAW (ALASKA NATIVE),12.3,0.2,1.1
CRANBERRY JUC BLEND.100% JUC.BTLD.W/ ADDED VIT C & CA,10.91,0.12,0.27
CRANBERRY JUC COCKTAIL.BTLD,13.52,0.1,0
CRANBERRY JUC COCKTAIL.BTLD.LO CAL.W/CA.SACCHARIN&CORN SWTNR,4.6,0.01,0.02
CRANBERRY JUC COCKTAIL.FRZ CONC,51.45,0,0.05
CRANBERRY JUC COCKTAIL.FRZ CONC.PREP W/ H2O,11.81,0,0.01
CRANBERRY JUC.UNSWTND,12.2,0.13,0.39
CRANBERRY SAU.CND.SWTND,40.4,0.15,0.9
CRANBERRY SAU.JELLIED.CND.OCEAN SPRAY,40.61,0.04,1.05
CRANBERRY SAU.WHL.CND.OCEAN SPRAY,40.4,0.05,0.75
CRANBERRY.LO BUSH OR LINGENBERRY.RAW (ALASKA NATIVE),12.2,0.5,0.4
CRANBERRY-ORANGE RELISH.CND,46.2,0.1,0.3
CRAYFISH.MXD SP.FARMED.CKD.MOIST HEAT,0,1.3,17.52
CRAYFISH.MXD SP.FARMED.RAW,0,0.97,14.85
CRAYFISH.MXD SP.WILD.CKD.MOIST HEAT,0,1.2,16.77
CRAYFISH.MXD SP.WILD.RAW,0,0.95,15.97
CREAM PUFF SHELL.PREP FROM RECIPE,22.8,25.9,9
CREAM PUFF.ECLAIR.CUSTARD OR CRM FILLED.ICED,37.43,18.52,4.41
CREAM SUB.FLAV.LIQ,35.07,13.5,0.69
CREAM SUB.FLAV.PDR,75.42,21.47,0.68
CREAM SUB.LIQ.LT,9.1,3.5,0.8
CREAM SUB.LIQ.W/HYDR VEG OIL&SOY PROT,11.38,9.97,1
CREAM SUB.LIQ.W/LAURIC ACID OIL&NA CASEINATE,11.38,9.97,1
CREAM SUB.PDR.LT,73.4,15.7,1.9
CREAM SUBSTITUTE.POWDERED,59.29,32.92,2.48
CREAM.FLUID.HALF AND HALF,4.73,10.39,3.13
CREAM.FLUID.HVY WHIPPING,2.74,36.08,2.84
CREAM.FLUID.LT (COFFEE CRM OR TABLE CRM),2.82,19.1,2.96
CREAM.FLUID.LT WHIPPING,2.96,30.91,2.17
CREAM.HALF & HALF.FAT FREE,9,1.4,2.6
CREAM.HALF & HALF.LOWFAT,3.33,5,3.33
CREAM.SOUR.CULTURED,4.63,19.35,2.44
CREAM.SOUR.RED FAT.CULTURED,4.26,12,2.94
CREAM.WHIPPED.CRM TOPPING.PRESSURIZED,12.49,22.22,3.2
CREAMY DRSNG.MADE W/SOUR CRM AND/OR BTTRMLK&OIL.RED CAL,7,14,1.5
CREAMY DRSNG.W/SOUR CRM AND/OR BTTRMLK&OIL.RED CAL.CHOL-FREE,16,8,1
CRESS.GARDEN.CKD.BLD.DRND.W/SALT,3.8,0.6,1.9
CRESS.GARDEN.CKD.BLD.DRND.WO/SALT,3.8,0.6,1.9
CRESS.GARDEN.RAW,5.5,0.7,2.6
CRISPED RICE BAR.ALMOND,64.6,20.4,7
CRISPED RICE BAR.CHOC CHIP,73,13.5,5.1
CRISPY CHICK.BACON.& TOMATO CLUB SNDWCH.W/ CHS.LETUCE.& MAYO,22.61,11.76,15.38
CRMY DRSG.MDE W/ SOUR CRM AND/OR BTRMLK & OIL.RED CAL.FTFREE,20,2.7,1.4
CROAKER.ATLANTIC.CKD.BREADED&FRIED,7.54,12.67,18.2
CROAKER.ATLANTIC.RAW,0,3.17,17.78
CROISSANTS.APPLE,37.1,8.7,7.4
CROISSANTS.BUTTER,45.8,21,8.2
CROISSANTS.CHEESE,47,20.9,9.2
CROUTONS.PLAIN,73.5,6.6,11.9
CROUTONS.SEASONED,63.5,18.3,10.8
CRUNCHMASTER.MULTI-GRAIN CRISPS.SNACK CRACKERS.GLUTEN-FREE,67.18,15.92,10.91
CRUSTACEANS.CRAB.BLUE.CRAB CAKES.HOME RECIPE,0.48,7.52,20.21
CRUSTACEANS.SHRIMP.CKD (NOT PREVIOUSLY FROZEN),0.2,0.28,23.98
CRUSTACEANS.SHRIMP.MXD SP.CKD.MST HT (MAYBE PREVIOUSLY FRZ),1.52,1.7,22.78
CRUSTACEANS.SHRIMP.MXD SP.RAW (MAYBE PREVIOUSLY FROZEN),0.91,1.01,13.61
CRUSTACEANS.SHRIMP.RAW (NOT PREVIOUSLY FROZEN),0,0.51,20.1
CUCUMBER.PEELED.RAW,2.16,0.16,0.59
CUCUMBER.WITH PEEL.RAW,3.63,0.11,0.65
CUMIN SEED,44.24,22.27,17.81
CURRANTS.EUROPEAN BLACK.RAW,15.38,0.41,1.4
CURRANTS.RED&WHITE.RAW,13.8,0.2,1.4
CURRANTS.ZANTE.DRIED,74.08,0.27,4.08
CURRY POWDER,55.83,14.01,14.29
CUSK.COOKED.DRY HEAT,0,0.88,24.35
CUSK.RAW,0,0.69,18.99
CUSTARD-APPLE.(BULLOCK'S-HEART).RAW,25.2,0.6,1.7
CUTTLEFISH.MXD SP.CKD.MOIST HEAT,1.64,1.4,32.48
CUTTLEFISH.MXD SP.RAW,0.82,0.7,16.24
DANDELION GREENS.RAW,9.2,0.7,2.7
DANDELION GRNS.CKD.BLD.DRND.W/SALT,6.4,0.6,2
DANDELION GRNS.CKD.BLD.DRND.WO/SALT,6.4,0.6,2
DANISH PASTRY.CHEESE,37.2,21.9,8
DANISH PASTRY.CINN.ENR,44.6,22.4,7
DANISH PASTRY.CINN.UNENR,44.6,22.4,7
DANISH PASTRY.FRUIT.ENR,47.8,18.5,5.4
DANISH PASTRY.FRUIT.UNENR (INCL APPL.CINN.RAISIN.STRAWBERRY),47.8,18.5,5.4
DANISH PASTRY.LEMON.UNENR,47.8,18.5,5.4
DANISH PASTRY.NUT (INCL ALMOND.RAISIN NUT.CINN NUT),45.7,25.2,7.1
DANISH PASTRY.RASPBERRY.UNENR,47.8,18.5,5.4
DATES.DEGLET NOOR,75.03,0.39,2.45
DATES.MEDJOOL,74.97,0.15,1.81
DEER (VENISON).SITKA.RAW (ALASKA NATIVE),0,2.66,21.5
DENNY'S.CHICK NUGGETS.STAR SHAPED.FROM KID'S MENU,13.59,28.57,16.27
DENNY'S.CHICK STRIPS,22.03,14.5,19.17
DENNY'S.COLESLAW,10.88,15.03,0.97
DENNY'S.FISH FILLET.BATTERED OR BREADED.FRIED,17.41,12.16,13.75
DENNY'S.FRENCH FR,35.2,14.13,3.41
DENNY'S.GOLDEN FRIED SHRIMP,20.93,20.01,13.88
DENNY'S.HASH BROWNS,26.59,8.99,2.49
DENNY'S.MACARONI & CHS.FROM KID'S MENU,21.16,4.92,5.19
DENNY'S.MOZZARELLA CHS STKS,27.22,17.87,13.56
DENNY'S.ONION RINGS,41.05,22.23,5.29
DENNY'S.SPAGHETTI & MEATBALLS,15.51,8.52,7.84
DENNY'S.TOP SIRLOIN STEAK,0.14,7.34,28.9
DESSERT TOPPING.PDR.1.5 OZ PREP W/1/2 CUP MILK,17.13,12.72,3.61
DESSERT TOPPING.POWDERED,52.54,39.92,4.9
DESSERT TOPPING.PRESSURIZED,16.07,22.3,0.98
DESSERT TOPPING.SEMI SOLID.FRZ,23.05,25.31,1.25
DESSERTS.APPL CRISP.PREPARED-FROM-RECIPE,30.84,3.43,1.75
DESSERTS.EGG CUSTARD.BKD.PREPARED-FROM-RECIPE,11,4.58,5.02
DESSERTS.FLAN.CARAMEL CUSTARD.PREPARED-FROM-RECIPE,22.78,4.03,4.53
DESSERTS.MOUSSE.CHOC.PREPARED-FROM-RECIPE,16.07,16,4.14
DESSERTS.PUDD.CHOC.DRY MIX.REG,89.3,2.1,2.6
DESSERTS.PUDD.COCNT CRM.DRY MIX.INST,83.5,10,0.9
DESSERTS.RENNIN.CHOC.DRY MIX,91.5,3.3,2.4
DESSERTS.RENNIN.TABLETS.UNSWTND,19.8,0.1,1
DESSERTS.RENNIN.VANILLA.DRY MIX,99,0,0
DIGIORNO PIZZA.CHS TOPPING.CHS STUFFED CRUST.FRZ.BKD,29.86,11.68,13.48
DIGIORNO PIZZA.CHS TOPPING.RISING CRUST.FRZ.BKD,31.78,8.6,12.8
DIGIORNO PIZZA.CHS TOPPING.THIN CRISPY CRUST.FRZ.BKD,26.47,9.91,12.96
DIGIORNO PIZZA.PEPPERONI TOPPING.CHS STUFFED CRUST.FRZ.BKD,29.46,11.71,13.92
DIGIORNO PIZZA.PEPPERONI TOPPING.RISING CRUST.FRZ.BKD,31.15,10.11,12.46
DIGIORNO PIZZA.PEPPERONI TOPPING.THIN CRISPY CRUST.FRZ.BKD,28.67,12.86,13.22
DIGIORNO PIZZA.SUPREME TOPPING.RISING CRUST.FRZ.BKD,27.93,10.68,11.74
DIGIORNO PIZZA.SUPREME TOPPING.THIN CRISPY CRUST.FRZ.BKD,28.05,10.8,11.41
DILL SEED,55.17,14.54,15.98
DILL WEED.DRIED,55.82,4.36,19.96
DILL WEED.FRSH,7.02,1.12,3.46
DIP.BEAN.ORIGINAL FLAVOR,15.89,3.7,5.44
DIP.FRITO'S.BEAN.ORIGINAL FLAVOR,15.89,3.7,5.44
DIP.OLD EL PASO.CHS 'N SALSA.MED,10.65,8.43,2.7
DIP.SALSA CON QUESO.CHS & SALSA- MED,11.14,9.51,3.14
DIP.TOSTITOS.SALSA CON QUESO.MED,11.72,8.26,2.92
DOCK.CKD.BLD.DRND.W/SALT,2.93,0.64,1.83
DOCK.CKD.BLD.DRND.WO/SALT,2.93,0.64,1.83
DOCK.RAW,3.2,0.7,2
"DOMINO'S 14"" CHS PIZZA.CLASSIC HAND-TOSSED CRUST",33.24,8.97,10.8
"DOMINO'S 14"" CHS PIZZA.CRUNCHY THIN CRUST",28.18,15.1,12.33
"DOMINO'S 14"" CHS PIZZA.ULTIMATE DEEP DISH CRUST",33.48,9.83,10.76
"DOMINO'S 14"" EXTRAVAGANZZA FST PIZZA.CLSSIC HAND-TOSSED CRST",25.72,11.1,10.33
"DOMINO'S 14"" PEPPERONI PIZZA.CLASSIC HAND-TOSSED CRUST",31.86,11.18,11.25
"DOMINO'S 14"" PEPPERONI PIZZA.CRUNCHY THIN CRUST",25.35,19.05,13.88
"DOMINO'S 14"" PEPPERONI PIZZA.ULTIMATE DEEP DISH CRUST",31.89,12.1,11.52
"DOMINO'S 14"" SAUSAGE PIZZA.CLASSIC HAND-TOSSED CRUST",31.84,11.2,11.08
"DOMINO'S 14"" SAUSAGE PIZZA.CRUNCHY THIN CRUST",25.3,18.52,12.77
"DOMINO'S 14"" SAUSAGE PIZZA.ULTIMATE DEEP DISH CRUST",31.17,12.03,11.03
DOUGHNUTS. YEAST-LEAVENED. GLAZED. ENRICHED (INC HONEY BUNS),47.93,22.7,6.14
DOUGHNUTS.CAKE-TYPE.CHOC.SUGARED OR GLAZED,57.4,19.9,4.5
DOUGHNUTS.CAKE-TYPE.PLN (INCLUDES UNSUGARED.OLD-FASHIONED),47.06,24.93,5.31
DOUGHNUTS.CAKE-TYPE.PLN.CHOCOLATE-COATED OR FRSTD,51.33,25.25,4.93
DOUGHNUTS.CAKE-TYPE.PLN.SUGARED OR GLAZED,50.8,22.9,5.2
DOUGHNUTS.FRENCH CRULLERS.GLAZED,59.5,18.3,3.1
DOUGHNUTS.YEAST-LEAVENED.GLAZED.UNENR (INCL HONEY BUNS),44.3,22.8,6.4
DOUGHNUTS.YEAST-LEAVENED.W/CREME FILLING,30,24.5,6.4
DOUGHNUTS.YEAST-LEAVENED.W/JELLY FILLING,39,18.7,5.9
DOVE.CKD (INCL SQUAB),0,13,23.9
DRESSING.HONEY MUSTARD.FAT-FREE,38.43,1.47,1.07
DRUM.FRESHWATER.CKD.DRY HEAT,0,6.32,22.49
DRUM.FRESHWATER.RAW,0,4.93,17.54
DRUMSTICK LEAVES.CKD.BLD.DRND.W/ SALT,11.15,0.93,5.27
DRUMSTICK LEAVES.CKD.BLD.DRND.WO/ SALT,11.15,0.93,5.27
DRUMSTICK LEAVES.RAW,8.28,1.4,9.4
DRUMSTICK PODS.CKD.BLD.DRND.W/ SALT,8.18,0.19,2.09
DRUMSTICK PODS.CKD.BLD.DRND.WO/ SALT,8.18,0.19,2.09
DRUMSTICK PODS.RAW,8.53,0.2,2.1
DUCK.DOMESTICATED.LIVER.RAW,3.53,4.64,18.74
DUCK.DOMESTICATED.MEAT ONLY.CKD.RSTD,0,11.2,23.48
